Types,Looptime,number,numberOfappearance,invokeperloop,percentage,
uniform,18,3,985,10000,9.85,
uniform,18,4,1007,10000,10.07,
uniform,18,5,984,10000,9.84,
uniform,18,6,1039,10000,10.39,
uniform,18,7,0,10000,0.0,
uniform,18,8,0,10000,0.0,
uniform,18,9,0,10000,0.0,
uniform,19,0,0,10000,0.0,
uniform,19,1,5064,10000,50.63999999999999,
uniform,19,2,962,10000,9.62,
uniform,19,3,995,10000,9.950000000000001,
uniform,19,4,984,10000,9.84,
uniform,19,5,1015,10000,10.15,
uniform,19,6,980,10000,9.8,
uniform,19,7,0,10000,0.0,
uniform,19,8,0,10000,0.0,
uniform,19,9,0,10000,0.0,
uniform,20,0,0,10000,0.0,
uniform,20,1,5004,10000,50.03999999999999,
uniform,20,2,1031,10000,10.31,
uniform,20,3,1010,10000,10.100000000000001,
uniform,20,4,991,10000,9.91,
uniform,20,5,989,10000,9.89,
uniform,20,6,975,10000,9.75,
uniform,20,7,0,10000,0.0,
uniform,20,8,0,10000,0.0,
uniform,20,9,0,10000,0.0,
uniform,21,0,0,10000,0.0,
uniform,21,1,5003,10000,50.029999999999994,
uniform,21,2,995,10000,9.950000000000001,
uniform,21,3,994,10000,9.94,
uniform,21,4,975,10000,9.75,
uniform,21,5,1036,10000,10.36,
uniform,21,6,997,10000,9.969999999999999,
uniform,21,7,0,10000,0.0,
uniform,21,8,0,10000,0.0,
uniform,21,9,0,10000,0.0,
uniform,22,0,0,10000,0.0,
uniform,22,1,5017,10000,50.17,
uniform,22,2,997,10000,9.969999999999999,
uniform,22,3,985,10000,9.85,
uniform,22,4,988,10000,9.879999999999999,
uniform,22,5,993,10000,9.93,
uniform,22,6,1020,10000,10.2,
uniform,22,7,0,10000,0.0,
uniform,22,8,0,10000,0.0,
uniform,22,9,0,10000,0.0,
uniform,23,0,0,10000,0.0,
uniform,23,1,5038,10000,50.38,
uniform,23,2,985,10000,9.85,
uniform,23,3,978,10000,9.78,
uniform,23,4,1000,10000,10.0,
uniform,23,5,1017,10000,10.17,
uniform,23,6,982,10000,9.82,
uniform,23,7,0,10000,0.0,
uniform,23,8,0,10000,0.0,
uniform,23,9,0,10000,0.0,
uniform,24,0,0,10000,0.0,
uniform,24,1,4959,10000,49.59,
uniform,24,2,1060,10000,10.6,
uniform,24,3,1020,10000,10.2,
uniform,24,4,999,10000,9.99,
uniform,24,5,994,10000,9.94,
uniform,24,6,968,10000,9.68,
uniform,24,7,0,10000,0.0,
uniform,24,8,0,10000,0.0,
uniform,24,9,0,10000,0.0,
uniform,25,0,0,10000,0.0,
uniform,25,1,5001,10000,50.01,
uniform,25,2,981,10000,9.81,
uniform,25,3,1052,10000,10.52,
uniform,25,4,954,10000,9.54,
uniform,25,5,1033,10000,10.33,
uniform,25,6,979,10000,9.790000000000001,
uniform,25,7,0,10000,0.0,
uniform,25,8,0,10000,0.0,
uniform,25,9,0,10000,0.0,
uniform,26,0,0,10000,0.0,
uniform,26,1,5036,10000,50.36000000000001,
uniform,26,2,953,10000,9.53,
uniform,26,3,995,10000,9.950000000000001,
uniform,26,4,973,10000,9.73,
uniform,26,5,1030,10000,10.299999999999999,
uniform,26,6,1013,10000,10.13,
uniform,26,7,0,10000,0.0,
uniform,26,8,0,10000,0.0,
uniform,26,9,0,10000,0.0,
uniform,27,0,0,10000,0.0,
uniform,27,1,4974,10000,49.74,
uniform,27,2,1024,10000,10.24,
uniform,27,3,1011,10000,10.11,
uniform,27,4,976,10000,9.76,
uniform,27,5,998,10000,9.98,
uniform,27,6,1017,10000,10.17,
uniform,27,7,0,10000,0.0,
uniform,27,8,0,10000,0.0,
uniform,27,9,0,10000,0.0,
uniform,28,0,0,10000,0.0,
uniform,28,1,5030,10000,50.3,
uniform,28,2,1033,10000,10.33,
uniform,28,3,971,10000,9.71,
uniform,28,4,924,10000,9.24,
uniform,28,5,1024,10000,10.24,
uniform,28,6,1018,10000,10.18,
uniform,28,7,0,10000,0.0,
uniform,28,8,0,10000,0.0,
uniform,28,9,0,10000,0.0,
uniform,29,0,0,10000,0.0,
uniform,29,1,5041,10000,50.41,
uniform,29,2,1040,10000,10.4,
uniform,29,3,972,10000,9.719999999999999,
uniform,29,4,1004,10000,10.040000000000001,
uniform,29,5,965,10000,9.65,
uniform,29,6,978,10000,9.78,
uniform,29,7,0,10000,0.0,
uniform,29,8,0,10000,0.0,
uniform,29,9,0,10000,0.0,
uniform,30,0,0,10000,0.0,
uniform,30,1,4947,10000,49.47,
uniform,30,2,989,10000,9.89,
uniform,30,3,1013,10000,10.13,
uniform,30,4,1050,10000,10.5,
uniform,30,5,1005,10000,10.05,
uniform,30,6,996,10000,9.959999999999999,
uniform,30,7,0,10000,0.0,
uniform,30,8,0,10000,0.0,
uniform,30,9,0,10000,0.0,
uniform,31,0,0,10000,0.0,
uniform,31,1,4961,10000,49.61,
uniform,31,2,1056,10000,10.56,
uniform,31,3,1005,10000,10.05,
uniform,31,4,985,10000,9.85,
uniform,31,5,984,10000,9.84,
uniform,31,6,1009,10000,10.09,
uniform,31,7,0,10000,0.0,
uniform,31,8,0,10000,0.0,
uniform,31,9,0,10000,0.0,
uniform,32,0,0,10000,0.0,
uniform,32,1,4897,10000,48.97,
uniform,32,2,1068,10000,10.68,
uniform,32,3,931,10000,9.31,
uniform,32,4,1025,10000,10.25,
uniform,32,5,1052,10000,10.52,
uniform,32,6,1027,10000,10.27,
uniform,32,7,0,10000,0.0,
uniform,32,8,0,10000,0.0,
uniform,32,9,0,10000,0.0,
uniform,33,0,0,10000,0.0,
uniform,33,1,4938,10000,49.38,
uniform,33,2,1008,10000,10.08,
uniform,33,3,994,10000,9.94,
uniform,33,4,1046,10000,10.459999999999999,
uniform,33,5,993,10000,9.93,
uniform,33,6,1021,10000,10.209999999999999,
uniform,33,7,0,10000,0.0,
uniform,33,8,0,10000,0.0,
uniform,33,9,0,10000,0.0,
uniform,34,0,0,10000,0.0,
uniform,34,1,4950,10000,49.5,
uniform,34,2,1071,10000,10.71,
uniform,34,3,1016,10000,10.16,
uniform,34,4,971,10000,9.71,
uniform,34,5,980,10000,9.8,
uniform,34,6,1012,10000,10.12,
uniform,34,7,0,10000,0.0,
uniform,34,8,0,10000,0.0,
uniform,34,9,0,10000,0.0,
uniform,35,0,0,10000,0.0,
uniform,35,1,5018,10000,50.18,
uniform,35,2,954,10000,9.54,
uniform,35,3,1050,10000,10.5,
uniform,35,4,1029,10000,10.290000000000001,
uniform,35,5,983,10000,9.83,
uniform,35,6,966,10000,9.66,
uniform,35,7,0,10000,0.0,
uniform,35,8,0,10000,0.0,
uniform,35,9,0,10000,0.0,
uniform,36,0,0,10000,0.0,
uniform,36,1,4964,10000,49.64,
uniform,36,2,1000,10000,10.0,
uniform,36,3,1005,10000,10.05,
uniform,36,4,1043,10000,10.43,
uniform,36,5,979,10000,9.790000000000001,
uniform,36,6,1009,10000,10.09,
uniform,36,7,0,10000,0.0,
uniform,36,8,0,10000,0.0,
uniform,36,9,0,10000,0.0,
uniform,37,0,0,10000,0.0,
uniform,37,1,5033,10000,50.33,
uniform,37,2,979,10000,9.790000000000001,
uniform,37,3,993,10000,9.93,
uniform,37,4,1030,10000,10.299999999999999,
uniform,37,5,969,10000,9.69,
uniform,37,6,996,10000,9.959999999999999,
uniform,37,7,0,10000,0.0,
uniform,37,8,0,10000,0.0,
uniform,37,9,0,10000,0.0,
uniform,38,0,0,10000,0.0,
uniform,38,1,5052,10000,50.519999999999996,
uniform,38,2,1014,10000,10.14,
uniform,38,3,977,10000,9.77,
uniform,38,4,1007,10000,10.07,
uniform,38,5,939,10000,9.39,
uniform,38,6,1011,10000,10.11,
uniform,38,7,0,10000,0.0,
uniform,38,8,0,10000,0.0,
uniform,38,9,0,10000,0.0,
uniform,39,0,0,10000,0.0,
uniform,39,1,4996,10000,49.96,
uniform,39,2,1018,10000,10.18,
uniform,39,3,986,10000,9.86,
uniform,39,4,981,10000,9.81,
uniform,39,5,999,10000,9.99,
uniform,39,6,1020,10000,10.2,
uniform,39,7,0,10000,0.0,
uniform,39,8,0,10000,0.0,
uniform,39,9,0,10000,0.0,
uniform,40,0,0,10000,0.0,
uniform,40,1,5019,10000,50.19,
uniform,40,2,1022,10000,10.22,
uniform,40,3,968,10000,9.68,
uniform,40,4,1002,10000,10.02,
uniform,40,5,1008,10000,10.08,
uniform,40,6,981,10000,9.81,
uniform,40,7,0,10000,0.0,
uniform,40,8,0,10000,0.0,
uniform,40,9,0,10000,0.0,
uniform,41,0,0,10000,0.0,
uniform,41,1,4991,10000,49.91,
uniform,41,2,993,10000,9.93,
uniform,41,3,1047,10000,10.47,
uniform,41,4,994,10000,9.94,
uniform,41,5,986,10000,9.86,
uniform,41,6,989,10000,9.89,
uniform,41,7,0,10000,0.0,
uniform,41,8,0,10000,0.0,
uniform,41,9,0,10000,0.0,
uniform,42,0,0,10000,0.0,
uniform,42,1,4985,10000,49.85,
uniform,42,2,998,10000,9.98,
uniform,42,3,985,10000,9.85,
uniform,42,4,1031,10000,10.31,
uniform,42,5,1012,10000,10.12,
uniform,42,6,989,10000,9.89,
uniform,42,7,0,10000,0.0,
uniform,42,8,0,10000,0.0,
uniform,42,9,0,10000,0.0,
uniform,43,0,0,10000,0.0,
uniform,43,1,5029,10000,50.29,
uniform,43,2,1015,10000,10.15,
uniform,43,3,986,10000,9.86,
uniform,43,4,1008,10000,10.08,
uniform,43,5,1007,10000,10.07,
uniform,43,6,955,10000,9.55,
uniform,43,7,0,10000,0.0,
uniform,43,8,0,10000,0.0,
uniform,43,9,0,10000,0.0,
uniform,44,0,0,10000,0.0,
uniform,44,1,4989,10000,49.89,
uniform,44,2,970,10000,9.700000000000001,
uniform,44,3,998,10000,9.98,
uniform,44,4,1041,10000,10.41,
uniform,44,5,995,10000,9.950000000000001,
uniform,44,6,1007,10000,10.07,
uniform,44,7,0,10000,0.0,
uniform,44,8,0,10000,0.0,
uniform,44,9,0,10000,0.0,
uniform,45,0,0,10000,0.0,
uniform,45,1,5077,10000,50.77,
uniform,45,2,960,10000,9.6,
uniform,45,3,949,10000,9.49,
uniform,45,4,1018,10000,10.18,
uniform,45,5,990,10000,9.9,
uniform,45,6,1006,10000,10.059999999999999,
uniform,45,7,0,10000,0.0,
uniform,45,8,0,10000,0.0,
uniform,45,9,0,10000,0.0,
uniform,46,0,0,10000,0.0,
uniform,46,1,5069,10000,50.690000000000005,
uniform,46,2,988,10000,9.879999999999999,
uniform,46,3,987,10000,9.87,
uniform,46,4,1016,10000,10.16,
uniform,46,5,1000,10000,10.0,
uniform,46,6,940,10000,9.4,
uniform,46,7,0,10000,0.0,
uniform,46,8,0,10000,0.0,
uniform,46,9,0,10000,0.0,
uniform,47,0,0,10000,0.0,
uniform,47,1,4968,10000,49.68,
uniform,47,2,970,10000,9.700000000000001,
uniform,47,3,1003,10000,10.03,
uniform,47,4,1019,10000,10.190000000000001,
uniform,47,5,1032,10000,10.32,
uniform,47,6,1008,10000,10.08,
uniform,47,7,0,10000,0.0,
uniform,47,8,0,10000,0.0,
uniform,47,9,0,10000,0.0,
uniform,48,0,0,10000,0.0,
uniform,48,1,5039,10000,50.39,
uniform,48,2,1029,10000,10.290000000000001,
uniform,48,3,961,10000,9.610000000000001,
uniform,48,4,1013,10000,10.13,
uniform,48,5,1012,10000,10.12,
uniform,48,6,946,10000,9.46,
uniform,48,7,0,10000,0.0,
uniform,48,8,0,10000,0.0,
uniform,48,9,0,10000,0.0,
uniform,49,0,0,10000,0.0,
uniform,49,1,4992,10000,49.919999999999995,
uniform,49,2,1043,10000,10.43,
uniform,49,3,995,10000,9.950000000000001,
uniform,49,4,992,10000,9.92,
uniform,49,5,997,10000,9.969999999999999,
uniform,49,6,981,10000,9.81,
uniform,49,7,0,10000,0.0,
uniform,49,8,0,10000,0.0,
uniform,49,9,0,10000,0.0,
uniform,50,0,0,10000,0.0,
uniform,50,1,4866,10000,48.66,
uniform,50,2,991,10000,9.91,
uniform,50,3,1054,10000,10.54,
uniform,50,4,1052,10000,10.52,
uniform,50,5,1006,10000,10.059999999999999,
uniform,50,6,1031,10000,10.31,
uniform,50,7,0,10000,0.0,
uniform,50,8,0,10000,0.0,
uniform,50,9,0,10000,0.0,
uniform,51,0,0,10000,0.0,
uniform,51,1,5002,10000,50.019999999999996,
uniform,51,2,1034,10000,10.34,
uniform,51,3,975,10000,9.75,
uniform,51,4,979,10000,9.790000000000001,
uniform,51,5,989,10000,9.89,
uniform,51,6,1021,10000,10.209999999999999,
uniform,51,7,0,10000,0.0,
uniform,51,8,0,10000,0.0,
uniform,51,9,0,10000,0.0,
uniform,52,0,0,10000,0.0,
uniform,52,1,4990,10000,49.9,
uniform,52,2,979,10000,9.790000000000001,
uniform,52,3,1044,10000,10.440000000000001,
uniform,52,4,1042,10000,10.42,
uniform,52,5,1007,10000,10.07,
uniform,52,6,938,10000,9.379999999999999,
uniform,52,7,0,10000,0.0,
uniform,52,8,0,10000,0.0,
uniform,52,9,0,10000,0.0,
uniform,53,0,0,10000,0.0,
uniform,53,1,4988,10000,49.88,
uniform,53,2,1032,10000,10.32,
uniform,53,3,1011,10000,10.11,
uniform,53,4,987,10000,9.87,
uniform,53,5,980,10000,9.8,
uniform,53,6,1002,10000,10.02,
uniform,53,7,0,10000,0.0,
uniform,53,8,0,10000,0.0,
uniform,53,9,0,10000,0.0,
uniform,54,0,0,10000,0.0,
uniform,54,1,4882,10000,48.82,
uniform,54,2,1011,10000,10.11,
uniform,54,3,1030,10000,10.299999999999999,
uniform,54,4,1020,10000,10.2,
uniform,54,5,1037,10000,10.37,
uniform,54,6,1020,10000,10.2,
uniform,54,7,0,10000,0.0,
uniform,54,8,0,10000,0.0,
uniform,54,9,0,10000,0.0,
uniform,55,0,0,10000,0.0,
uniform,55,1,5009,10000,50.09,
uniform,55,2,1040,10000,10.4,
uniform,55,3,987,10000,9.87,
uniform,55,4,1003,10000,10.03,
uniform,55,5,986,10000,9.86,
uniform,55,6,975,10000,9.75,
uniform,55,7,0,10000,0.0,
uniform,55,8,0,10000,0.0,
uniform,55,9,0,10000,0.0,
uniform,56,0,0,10000,0.0,
uniform,56,1,5052,10000,50.519999999999996,
uniform,56,2,954,10000,9.54,
uniform,56,3,1031,10000,10.31,
uniform,56,4,972,10000,9.719999999999999,
uniform,56,5,1006,10000,10.059999999999999,
uniform,56,6,985,10000,9.85,
uniform,56,7,0,10000,0.0,
uniform,56,8,0,10000,0.0,
uniform,56,9,0,10000,0.0,
uniform,57,0,0,10000,0.0,
uniform,57,1,5071,10000,50.71,
uniform,57,2,1028,10000,10.280000000000001,
uniform,57,3,942,10000,9.42,
uniform,57,4,990,10000,9.9,
uniform,57,5,1028,10000,10.280000000000001,
uniform,57,6,941,10000,9.41,
uniform,57,7,0,10000,0.0,
uniform,57,8,0,10000,0.0,
uniform,57,9,0,10000,0.0,
uniform,58,0,0,10000,0.0,
uniform,58,1,4927,10000,49.27,
uniform,58,2,991,10000,9.91,
uniform,58,3,986,10000,9.86,
uniform,58,4,1028,10000,10.280000000000001,
uniform,58,5,1054,10000,10.54,
uniform,58,6,1014,10000,10.14,
uniform,58,7,0,10000,0.0,
uniform,58,8,0,10000,0.0,
uniform,58,9,0,10000,0.0,
uniform,59,0,0,10000,0.0,
uniform,59,1,4955,10000,49.55,
uniform,59,2,1018,10000,10.18,
uniform,59,3,1040,10000,10.4,
uniform,59,4,1000,10000,10.0,
uniform,59,5,965,10000,9.65,
uniform,59,6,1022,10000,10.22,
uniform,59,7,0,10000,0.0,
uniform,59,8,0,10000,0.0,
uniform,59,9,0,10000,0.0,
uniform,60,0,0,10000,0.0,
uniform,60,1,5076,10000,50.760000000000005,
uniform,60,2,1012,10000,10.12,
uniform,60,3,963,10000,9.629999999999999,
uniform,60,4,999,10000,9.99,
uniform,60,5,947,10000,9.47,
uniform,60,6,1003,10000,10.03,
uniform,60,7,0,10000,0.0,
uniform,60,8,0,10000,0.0,
uniform,60,9,0,10000,0.0,
uniform,61,0,0,10000,0.0,
uniform,61,1,4936,10000,49.36,
uniform,61,2,1010,10000,10.100000000000001,
uniform,61,3,981,10000,9.81,
uniform,61,4,1028,10000,10.280000000000001,
uniform,61,5,1011,10000,10.11,
uniform,61,6,1034,10000,10.34,
uniform,61,7,0,10000,0.0,
uniform,61,8,0,10000,0.0,
uniform,61,9,0,10000,0.0,
uniform,62,0,0,10000,0.0,
uniform,62,1,4992,10000,49.919999999999995,
uniform,62,2,1009,10000,10.09,
uniform,62,3,1013,10000,10.13,
uniform,62,4,993,10000,9.93,
uniform,62,5,993,10000,9.93,
uniform,62,6,1000,10000,10.0,
uniform,62,7,0,10000,0.0,
uniform,62,8,0,10000,0.0,
uniform,62,9,0,10000,0.0,
uniform,63,0,0,10000,0.0,
uniform,63,1,5042,10000,50.42,
uniform,63,2,995,10000,9.950000000000001,
uniform,63,3,979,10000,9.790000000000001,
uniform,63,4,962,10000,9.62,
uniform,63,5,1011,10000,10.11,
uniform,63,6,1011,10000,10.11,
uniform,63,7,0,10000,0.0,
uniform,63,8,0,10000,0.0,
uniform,63,9,0,10000,0.0,
uniform,64,0,0,10000,0.0,
uniform,64,1,4946,10000,49.46,
uniform,64,2,1005,10000,10.05,
uniform,64,3,1011,10000,10.11,
uniform,64,4,982,10000,9.82,
uniform,64,5,1019,10000,10.190000000000001,
uniform,64,6,1037,10000,10.37,
uniform,64,7,0,10000,0.0,
uniform,64,8,0,10000,0.0,
uniform,64,9,0,10000,0.0,
uniform,65,0,0,10000,0.0,
uniform,65,1,5054,10000,50.54,
uniform,65,2,972,10000,9.719999999999999,
uniform,65,3,1001,10000,10.01,
uniform,65,4,964,10000,9.64,
uniform,65,5,998,10000,9.98,
uniform,65,6,1011,10000,10.11,
uniform,65,7,0,10000,0.0,
uniform,65,8,0,10000,0.0,
uniform,65,9,0,10000,0.0,
uniform,66,0,0,10000,0.0,
uniform,66,1,4921,10000,49.21,
uniform,66,2,1022,10000,10.22,
uniform,66,3,987,10000,9.87,
uniform,66,4,982,10000,9.82,
uniform,66,5,1041,10000,10.41,
uniform,66,6,1047,10000,10.47,
uniform,66,7,0,10000,0.0,
uniform,66,8,0,10000,0.0,
uniform,66,9,0,10000,0.0,
uniform,67,0,0,10000,0.0,
uniform,67,1,4928,10000,49.28,
uniform,67,2,1050,10000,10.5,
uniform,67,3,1034,10000,10.34,
uniform,67,4,998,10000,9.98,
uniform,67,5,1028,10000,10.280000000000001,
uniform,67,6,962,10000,9.62,
uniform,67,7,0,10000,0.0,
uniform,67,8,0,10000,0.0,
uniform,67,9,0,10000,0.0,
uniform,68,0,0,10000,0.0,
uniform,68,1,5015,10000,50.14999999999999,
uniform,68,2,1019,10000,10.190000000000001,
uniform,68,3,997,10000,9.969999999999999,
uniform,68,4,1008,10000,10.08,
uniform,68,5,973,10000,9.73,
uniform,68,6,988,10000,9.879999999999999,
uniform,68,7,0,10000,0.0,
uniform,68,8,0,10000,0.0,
uniform,68,9,0,10000,0.0,
uniform,69,0,0,10000,0.0,
uniform,69,1,4948,10000,49.480000000000004,
uniform,69,2,1008,10000,10.08,
uniform,69,3,1005,10000,10.05,
uniform,69,4,1075,10000,10.75,
uniform,69,5,1005,10000,10.05,
uniform,69,6,959,10000,9.59,
uniform,69,7,0,10000,0.0,
uniform,69,8,0,10000,0.0,
uniform,69,9,0,10000,0.0,
uniform,70,0,0,10000,0.0,
uniform,70,1,4977,10000,49.769999999999996,
uniform,70,2,1032,10000,10.32,
uniform,70,3,979,10000,9.790000000000001,
uniform,70,4,986,10000,9.86,
uniform,70,5,1017,10000,10.17,
uniform,70,6,1009,10000,10.09,
uniform,70,7,0,10000,0.0,
uniform,70,8,0,10000,0.0,
uniform,70,9,0,10000,0.0,
uniform,71,0,0,10000,0.0,
uniform,71,1,4971,10000,49.71,
uniform,71,2,1014,10000,10.14,
uniform,71,3,984,10000,9.84,
uniform,71,4,1040,10000,10.4,
uniform,71,5,987,10000,9.87,
uniform,71,6,1004,10000,10.040000000000001,
uniform,71,7,0,10000,0.0,
uniform,71,8,0,10000,0.0,
uniform,71,9,0,10000,0.0,
uniform,72,0,0,10000,0.0,
uniform,72,1,5106,10000,51.06,
uniform,72,2,966,10000,9.66,
uniform,72,3,985,10000,9.85,
uniform,72,4,983,10000,9.83,
uniform,72,5,975,10000,9.75,
uniform,72,6,985,10000,9.85,
uniform,72,7,0,10000,0.0,
uniform,72,8,0,10000,0.0,
uniform,72,9,0,10000,0.0,
uniform,73,0,0,10000,0.0,
uniform,73,1,4951,10000,49.51,
uniform,73,2,1002,10000,10.02,
uniform,73,3,1000,10000,10.0,
uniform,73,4,1007,10000,10.07,
uniform,73,5,1033,10000,10.33,
uniform,73,6,1007,10000,10.07,
uniform,73,7,0,10000,0.0,
